"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"514",10402939,"HZ139504","02-03-2016 19:40","062XX S HOMAN AVE","460","BATTERY","SIMPLE","SIDEWALK",FALSE,FALSE,823,8,15,66,"08B",1154808,1862843,2016,"02-10-2016 15:53",41.77945166,-87.70800594,"(41.779451664, -87.708005938)"
"515",10402941,"HZ139424","02-03-2016 19:00","069XX N RIDGE BLVD","460","BATTERY","SIMPLE","SIDEWALK",FALSE,FALSE,2411,24,50,2,"08B",1161384,1946269,2016,"02-10-2016 15:53",42.00824569,-87.6815741,"(42.008245693, -87.681574097)"
"516",10402942,"HZ139231","02-03-2016 16:17","083XX S OGLESBY AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE",FALSE,TRUE,412,4,8,46,"26",1193296,1850027,2016,"02-10-2016 15:53",41.7434289,-87.56732442,"(41.743428895, -87.567324423)"
"517",10402943,"HZ139422","02-03-2016 18:48","061XX W DIVERSEY AVE","3710","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","STREET",TRUE,FALSE,2512,25,29,19,"24",1135087,1917969,2016,"02-10-2016 15:53",41.93109642,-87.77900206,"(41.931096424, -87.77900206)"
"518",19254,"HS134500","01/24/2010 03:41:00 AM","004XX N CENTRAL AVE","110","HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1523,15,28,25,"01A",1138959,1902478,2010,"08/17/2015 03:03:40 PM",41.88851774,-87.76515009,"(41.888517742, -87.765150087)"
"519",10402928,"HZ139476","02-03-2016 19:55","049XX S CALUMET AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,TRUE,224,2,3,38,"08B",1179266,1872399,2016,"02/17/2016 04:03:19 PM",41.80515117,-87.61804888,"(41.805151171, -87.618048882)"
"520",1925372,"HH109626","01-06-2002 06:00","078XX S EGGLESTON AV","810","THEFT","OVER $500","RESTAURANT",FALSE,FALSE,621,6,NA,NA,"6",1174645,1853184,2002,"04/15/2016 08:55:02 AM",41.75252737,-87.6355685,"(41.752527373, -87.635568503)"
"521",10402945,"HZ139417","02-03-2016 18:01","051XX S FAIRFIELD AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE",TRUE,TRUE,923,9,14,63,"26",1158909,1870501,2016,"02-10-2016 15:53",41.80038345,-87.6927619,"(41.800383447, -87.6927619)"
"522",10402946,"HZ139473","02-03-2016 19:00","006XX S CALIFORNIA AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,1135,11,2,27,"14",1157803,1897162,2016,"02-10-2016 15:53",41.87356689,-87.6960926,"(41.873566886, -87.696092602)"
"523",10402947,"HZ139431","02-03-2016 19:30","079XX S MUSKEGON AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","STREET",TRUE,FALSE,422,4,7,46,"14",1196548,1852970,2016,"02-10-2016 15:53",41.75142466,-87.55531164,"(41.751424655, -87.555311642)"
"524",10402948,"HZ138251","02-03-2016 02:50","094XX S STONY ISLAND AVE","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,413,4,8,48,"7",1188493,1842863,2016,"02-10-2016 15:53",41.72388613,-87.58515081,"(41.723886129, -87.585150812)"
"525",10402949,"HZ138481","02-03-2016 00:15","028XX E 79TH ST","320","ROBBERY","STRONGARM - NO WEAPON","OTHER",FALSE,FALSE,421,4,7,43,"3",1196506,1853134,2016,"02-10-2016 15:53",41.75187573,-87.55546012,"(41.751875725, -87.555460115)"
"526",10402951,"HZ138806","02-03-2016 11:00","089XX S BENNETT AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE",FALSE,FALSE,413,4,8,48,"14",1190406,1846056,2016,"02-10-2016 15:53",41.7326022,-87.57804107,"(41.732602201, -87.578041073)"
"527",10402952,"HZ138897","02-03-2016 12:15","095XX S CHAPPEL AVE","1020","ARSON","BY FIRE","RESIDENCE",FALSE,FALSE,431,4,7,51,"9",1191518,1841934,2016,"02-10-2016 15:53",41.72126418,-87.57410058,"(41.72126418, -87.57410058)"
"528",10402953,"HZ139517","02-03-2016 20:40","011XX W 71ST ST","2027","NARCOTICS","POSS: CRACK","SIDEWALK",TRUE,FALSE,733,7,17,68,"18",1170128,1857724,2016,"02-10-2016 15:53",41.76508506,-87.65198962,"(41.765085055, -87.651989617)"
"529",10402954,"HZ138859","02-03-2016 11:50","083XX S BOND AVE","650","BURGLARY","HOME INVASION","APARTMENT",FALSE,FALSE,424,4,10,46,"5",1198608,1849831,2016,"02-10-2016 15:53",41.74275965,-87.54786792,"(41.74275965, -87.547867915)"
"530",10402955,"HZ138886","02-03-2016 12:00","025XX E 79TH ST","930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET",FALSE,FALSE,421,4,7,43,"7",1194417,1853077,2016,"02-10-2016 15:53",41.75177089,-87.56311706,"(41.751770885, -87.563117056)"
"531",10402958,"HZ138919","02-03-2016 12:15","076XX S KINGSTON AVE","460","BATTERY","SIMPLE","SIDEWALK",FALSE,FALSE,421,4,7,43,"08B",1194519,1854804,2016,"02-10-2016 15:53",41.7565074,-87.56268659,"(41.756507401, -87.562686593)"
"532",10402959,"HZ138964","02-03-2016 11:30","095XX S CHAPPEL AVE","610","BURGLARY","FORCIBLE ENTRY","RESIDENCE",FALSE,FALSE,431,4,7,51,"5",1191518,1841934,2016,"02-10-2016 15:53",41.72126418,-87.57410058,"(41.72126418, -87.57410058)"
"533",10402961,"HZ139036","02-03-2016 13:52","020XX E 95TH ST","031A","ROBBERY","ARMED: HANDGUN","RESTAURANT",FALSE,FALSE,413,4,7,51,"3",1191412,1842376,2016,"02-10-2016 15:53",41.72247964,-87.57447456,"(41.722479637, -87.574474559)"
"534",10402966,"HZ139439","02-03-2016 19:30","027XX W DEVON AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","SMALL RETAIL STORE",FALSE,FALSE,2413,24,50,2,"26",1156677,1942344,2016,"02-10-2016 15:53",41.99757237,-87.69899931,"(41.997572368, -87.698999314)"
"535",10402967,"HZ139537","02-03-2016 15:45","072XX S ALBANY AVE","820","THEFT","$500 AND UNDER","SIDEWALK",FALSE,FALSE,831,8,18,66,"6",1156955,1856550,2016,"02-10-2016 15:53",41.76213961,-87.70030453,"(41.762139612, -87.700304528)"
"536",10402968,"HZ139444","02-03-2016 18:37","028XX W 64TH ST","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","STREET",TRUE,FALSE,823,8,15,66,"14",1158634,1862082,2016,"02-10-2016 15:53",41.77728617,-87.69400001,"(41.777286166, -87.694000011)"
"537",10402970,"HZ139479","02-03-2016 20:05","003XX N HAMLIN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE",FALSE,FALSE,1122,11,27,26,"26",1150995,1902078,2016,"02-10-2016 15:53",41.8871929,-87.72095959,"(41.8871929, -87.720959585)"
"538",10402971,"HZ139347","02-03-2016 18:20","054XX W CHICAGO AVE","850","THEFT","ATTEMPT THEFT","DEPARTMENT STORE",FALSE,FALSE,1524,15,37,25,"6",1140010,1904805,2016,"02-10-2016 15:53",41.89488416,-87.7612334,"(41.894884155, -87.761233398)"
"539",10402972,"HZ139519","02-03-2016 16:00","124XX S LOWE AVE","890","THEFT","FROM BUILDING","VACANT LOT/LAND",FALSE,FALSE,523,5,34,53,"6",1174241,1822292,2016,"02-10-2016 15:53",41.66776424,-87.63796319,"(41.667764242, -87.637963189)"
"540",10402974,"HZ139518","02-03-2016 20:30","001XX N MASON AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT",FALSE,FALSE,1512,15,29,25,"26",1136749,1900440,2016,"02-10-2016 15:53",41.88296507,-87.77331498,"(41.88296507, -87.773314984)"
"541",10402975,"HZ139333","02-03-2016 18:10","021XX W WARREN BLVD","1340","CRIMINAL DAMAGE","TO STATE SUP PROP","APARTMENT",FALSE,FALSE,1223,12,2,28,"14",1162227,1900336,2016,"02-10-2016 15:53",41.88218535,-87.67976111,"(41.882185345, -87.67976111)"
"542",10402976,"HZ139533","02-03-2016 20:50","049XX S CICERO AVE","820","THEFT","$500 AND UNDER","GAS STATION",FALSE,FALSE,815,8,23,56,"6",1145196,1871375,2016,"02-10-2016 15:53",41.80305126,-87.74303038,"(41.803051264, -87.743030382)"
"543",10402979,"HZ139409","02-03-2016 18:00","033XX N KILBOURN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE",FALSE,FALSE,1731,17,30,16,"14",1145790,1921821,2016,"02-10-2016 15:53",41.94147004,-87.73957209,"(41.94147004, -87.739572091)"
"544",10402980,"HZ139319","02-03-2016 17:30","034XX W FOSTER AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,TRUE,1712,17,39,13,"08B",1152636,1934338,2016,"02-10-2016 15:53",41.97568465,-87.71407766,"(41.975684654, -87.714077664)"
"545",10402981,"HZ139218","02-03-2016 15:15","0000X S HOYNE AVE","545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","LIBRARY",FALSE,FALSE,1223,12,2,28,"08A",1162415,1899879,2016,"02-10-2016 15:53",41.88092737,-87.67908357,"(41.880927367, -87.679083567)"
"546",10402985,"HZ139452","02-03-2016 18:45","015XX N WOOD ST","810","THEFT","OVER $500","STREET",FALSE,FALSE,1424,14,1,24,"6",1164108,1910573,2016,"02-10-2016 15:53",41.91023693,-87.67256458,"(41.910236928, -87.672564584)"
"547",10402986,"HZ139513","02-03-2016 17:20","001XX S STATE ST","460","BATTERY","SIMPLE","CTA STATION",FALSE,FALSE,112,1,42,32,"08B",1176401,1899781,2016,"02-10-2016 15:53",41.88035439,-87.62773137,"(41.880354393, -87.627731367)"
"548",10402991,"HZ139530","02-03-2016 20:10","011XX W 87TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK",TRUE,FALSE,613,6,21,71,"18",1170422,1847114,2016,"02-10-2016 15:53",41.73596341,-87.65122033,"(41.735963409, -87.651220326)"
"549",10402993,"HZ139247","02-03-2016 06:15","064XX S WINCHESTER AVE","610","BURGLARY","FORCIBLE ENTRY","RESIDENCE",FALSE,FALSE,726,7,15,67,"5",1164465,1861870,2016,"02-10-2016 15:53",41.77658346,-87.67262949,"(41.776583461, -87.672629494)"
"550",10402994,"HZ139494","02-03-2016 20:00","077XX W BALMORAL AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,1613,16,41,10,"14",1123666,1934925,2016,"02-10-2016 15:53",41.97782068,-87.82060015,"(41.977820681, -87.820600147)"
"551",10402995,"HZ139496","02-03-2016 19:49","079XX S ESSEX AVE","2017","NARCOTICS","MANU/DELIVER:CRACK","APARTMENT",TRUE,FALSE,422,4,7,46,"18",1194232,1852910,2016,"02-10-2016 15:53",41.75131717,-87.56380046,"(41.751317167, -87.563800456)"
"552",10402996,"HZ139492","02-03-2016 20:00","077XX W BALMORAL AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,1613,16,41,10,"14",1123721,1934927,2016,"02-10-2016 15:53",41.97782527,-87.82039784,"(41.977825266, -87.820397837)"
"553",10402997,"HZ139376","02-03-2016 18:45","049XX W GEORGE ST","486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET",FALSE,TRUE,2521,25,31,19,"08B",1142882,1918827,2016,"02-10-2016 15:53",41.93330899,-87.75033512,"(41.933308992, -87.750335118)"
"554",1925443,"HH108136","01-05-2001 12:10","048XX N AVERS AV","460","BATTERY","SIMPLE","APARTMENT",FALSE,TRUE,1712,17,NA,NA,"08B",1149871,1932189,2001,"08/17/2015 03:03:40 PM",41.96984205,-87.72430184,"(41.969842054, -87.724301838)"
"555",10402998,"HZ139493","02-03-2016 20:00","077XX W BALMORAL AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,1613,16,41,10,"14",1123693,1934926,2016,"02-10-2016 15:53",41.97782298,-87.82050083,"(41.977822982, -87.820500831)"
"556",10402999,"HZ139241","02-03-2016 16:40","068XX S LOOMIS BLVD","031A","ROBBERY","ARMED: HANDGUN","RESIDENCE",FALSE,FALSE,724,7,17,67,"3",1168175,1859448,2016,"02-10-2016 15:53",41.76985816,-87.65909841,"(41.769858163, -87.659098408)"
"557",10403001,"HZ139220","02-03-2016 06:00","044XX W MONTANA ST","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,2524,25,31,20,"08B",1146421,1915953,2016,"02-10-2016 15:53",41.92535569,-87.7374028,"(41.925355694, -87.737402802)"
"558",10403003,"HZ139141","02-03-2016 14:54","026XX N NARRAGANSETT AVE","860","THEFT","RETAIL THEFT","SMALL RETAIL STORE",FALSE,FALSE,2512,25,36,19,"6",1133298,1916823,2016,"02-10-2016 15:53",41.92798322,-87.78560331,"(41.927983218, -87.785603309)"
"559",10403006,"HZ139041","02-03-2016 07:00","026XX N AUSTIN AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT",FALSE,FALSE,2512,25,29,19,"26",1135946,1916981,2016,"02-10-2016 15:53",41.92836996,-87.77586896,"(41.928369958, -87.775868955)"
"560",10403007,"HZ139068","02-03-2016 13:25","040XX W GRAND AVE","870","THEFT","POCKET-PICKING","OTHER",FALSE,FALSE,2534,25,30,23,"6",1148992,1909222,2016,"02-10-2016 15:53",41.90683577,-87.72813017,"(41.90683577, -87.728130174)"
"561",10403008,"HZ139471","02-03-2016 19:50","049XX W HUBBARD ST","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","STREET",TRUE,FALSE,1532,15,28,25,"15",1143399,1902560,2016,"02-10-2016 15:53",41.88866093,-87.74884253,"(41.888660927, -87.748842529)"
"562",1925430,"HH107935","01-04-2002 17:00","037XX W EASTWOOD AV","810","THEFT","OVER $500","RESIDENCE-GARAGE",FALSE,FALSE,1723,17,NA,NA,"6",1150475,1930638,2002,"04/15/2016 08:55:02 AM",41.9655742,-87.72212158,"(41.965574202, -87.72212158)"
"563",1925455,"HH109658","12/20/2001 09:00:00 AM","080XX S COLES AV","820","THEFT","$500 AND UNDER","RESIDENCE",FALSE,FALSE,422,4,NA,NA,"6",1198261,1852095,2001,"08/17/2015 03:03:40 PM",41.74898092,-87.5490637,"(41.748980915, -87.549063695)"
"564",10403010,"HZ139539","02-03-2016 21:15","030XX W LELAND AVE","460","BATTERY","SIMPLE","OTHER",FALSE,FALSE,1713,17,33,14,"08B",1155055,1931065,2016,"02-10-2016 15:53",41.96665503,-87.70527031,"(41.966655027, -87.705270309)"
"565",10403011,"HZ138999","02-03-2016 12:30","028XX N CENTRAL AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","GROCERY FOOD STORE",FALSE,FALSE,2514,25,31,19,"11",1138549,1918319,2016,"02-10-2016 15:53",41.93199474,-87.76627118,"(41.931994735, -87.766271177)"
"566",10403013,"HZ139511","02-03-2016 20:17","016XX N HARLEM AVE","860","THEFT","RETAIL THEFT","DEPARTMENT STORE",FALSE,FALSE,2513,25,36,25,"6",1127853,1909983,2016,"02-10-2016 15:53",41.90930707,-87.80576669,"(41.909307068, -87.80576669)"
"567",10403015,"HZ139437","02-03-2016 17:00","054XX W BARRY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT",FALSE,FALSE,2514,25,30,19,"14",1139731,1920081,2016,"02-10-2016 15:53",41.93680831,-87.76188427,"(41.93680831, -87.761884273)"
"568",10403016,"HZ139542","02-03-2016 19:00","015XX W JUNEWAY TER","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,2422,24,49,1,"7",1164655,1951400,2016,"02-10-2016 15:53",42.02225628,-87.6693929,"(42.022256277, -87.669392897)"
"569",10403017,"HZ139455","02-03-2016 16:05","037XX N OKETO AVE","2022","NARCOTICS","POSS: COCAINE","RESIDENCE",TRUE,FALSE,1631,16,36,17,"18",1126088,1923798,2016,"02-10-2016 15:53",41.94724682,-87.81194205,"(41.947246816, -87.811942054)"
"570",10403018,"HZ139484","02-03-2016 19:26","019XX E HAYES DR","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","PARK PROPERTY",TRUE,FALSE,331,3,5,42,"18",1190552,1863525,2016,"02-10-2016 15:53",41.78053512,-87.57694355,"(41.780535115, -87.576943551)"
"571",10403021,"HZ139510","02-03-2016 20:44","066XX S DREXEL AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,321,3,5,42,"08B",1183369,1861085,2016,"02-10-2016 15:53",41.7740099,-87.60335328,"(41.774009896, -87.603353283)"
"572",10403022,"HZ139394","02-03-2016 19:00","043XX N ELSTON AVE","560","ASSAULT","SIMPLE","ALLEY",FALSE,FALSE,1722,17,39,16,"08A",1148731,1928653,2016,"02-10-2016 15:53",41.96016118,-87.72858546,"(41.960161177, -87.728585458)"
"573",10403023,"HZ139456","02-03-2016 13:00","067XX S CHAPPEL AVE","610","BURGLARY","FORCIBLE ENTRY","APARTMENT",FALSE,FALSE,331,3,5,43,"5",1191036,1860752,2016,"02-10-2016 15:53",41.7729141,-87.57525877,"(41.7729141, -87.575258771)"
"574",1925473,"HH107725","01-05-2001 04:00","015XX W 59 ST","460","BATTERY","SIMPLE","RESIDENCE",FALSE,FALSE,713,7,NA,NA,"08B",1167206,1865564,2001,"08/17/2015 03:03:40 PM",41.78666203,-87.66247545,"(41.786662029, -87.662475453)"
"575",10403024,"HZ139544","02-03-2016 19:25","043XX N ELSTON AVE","560","ASSAULT","SIMPLE","SIDEWALK",FALSE,FALSE,1722,17,39,16,"08A",1148722,1928662,2016,"02-10-2016 15:53",41.96018605,-87.72861831,"(41.960186048, -87.728618313)"
"576",10403025,"HZ139538","02-03-2016 21:00","007XX N LOREL AVE","2027","NARCOTICS","POSS: CRACK","STREET",TRUE,FALSE,1524,15,37,25,"18",1140541,1904402,2016,"02-10-2016 15:53",41.89376854,-87.75929305,"(41.893768542, -87.759293054)"
"577",10403026,"HZ139477","02-03-2016 19:50","029XX S STATE ST","430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","APARTMENT",FALSE,FALSE,133,1,3,35,"04B",1176756,1885525,2016,"02-10-2016 15:53",41.84122697,-87.6268586,"(41.841226973, -87.626858599)"
"578",10403027,"HZ139520","02-03-2016 20:03","078XX S STATE ST","1330","CRIMINAL TRESPASS","TO LAND","GAS STATION",TRUE,FALSE,623,6,6,69,"26",1177650,1852817,2016,"02-10-2016 15:53",41.75145288,-87.62456758,"(41.751452878, -87.624567581)"
"579",10403028,"HZ139462","02-03-2016 19:45","062XX S DREXEL AVE","502T","OTHER OFFENSE","TAMPER WITH MOTOR VEHICLE","OTHER",FALSE,FALSE,313,3,20,42,"26",1183080,1863781,2016,"02-10-2016 15:53",41.7814147,-87.60432891,"(41.781414696, -87.604328907)"
"580",10403029,"HZ139306","02-03-2016 17:00","084XX S EXCHANGE AVE","810","THEFT","OVER $500","RESIDENCE",FALSE,FALSE,423,4,10,46,"6",1197281,1849663,2016,"02-10-2016 15:53",41.74233178,-87.55273555,"(41.742331781, -87.552735548)"
"581",10403031,"HZ139546","02-03-2016 20:53","046XX W FIFTH AVE","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","STREET",TRUE,FALSE,1131,11,24,25,"16",1145600,1895354,2016,"02-10-2016 15:53",41.86884538,-87.7409422,"(41.868845378, -87.740942204)"
"582",10403032,"HZ139554","02-03-2016 21:21","001XX S KENTON AVE","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","STREET",TRUE,FALSE,1113,11,28,25,"16",1145676,1899109,2016,"02-10-2016 15:53",41.87914812,-87.74056798,"(41.879148115, -87.740567984)"
"583",10403033,"HZ139562","02-03-2016 20:31","008XX E 79TH ST","5011","OTHER OFFENSE","LICENSE VIOLATION","GAS STATION",FALSE,FALSE,624,6,6,69,"26",1183364,1852811,2016,"02-10-2016 15:53",41.75130534,-87.60362891,"(41.751305337, -87.603628907)"
"584",10403036,"HZ139413","02-03-2016 18:30","013XX S SAWYER AVE","820","THEFT","$500 AND UNDER","CHURCH/SYNAGOGUE/PLACE OF WORSHIP",FALSE,FALSE,1022,10,24,29,"6",1154906,1893711,2016,"02-10-2016 15:53",41.8641555,-87.70682148,"(41.8641555, -87.706821475)"
"585",10403037,"HZ139526","02-03-2016 21:08","034XX W 30TH ST","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","STREET",FALSE,FALSE,1032,10,22,30,"26",1153733,1884515,2016,"02-10-2016 15:53",41.83894401,-87.71137205,"(41.838944006, -87.711372054)"
"586",10403039,"HZ139458","02-03-2016 19:30","114XX S MICHIGAN AVE","460","BATTERY","SIMPLE","SIDEWALK",FALSE,FALSE,531,5,9,49,"08B",1178845,1829291,2016,"02-10-2016 15:53",41.68686737,-87.62090192,"(41.686867374, -87.620901922)"
"587",10403041,"HZ139568","02-03-2016 21:30","042XX W KAMERLING AVE","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,2534,25,37,23,"7",1147946,1908652,2016,"02-10-2016 15:53",41.90529182,-87.73198728,"(41.905291819, -87.731987278)"
"588",10403042,"HZ139524","02-03-2016 15:15","006XX N CENTRAL AVE","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE",FALSE,TRUE,1524,15,37,25,"20",1138913,1903768,2016,"02-10-2016 15:53",41.8920585,-87.76528766,"(41.8920585, -87.765287656)"
"589",10403044,"HZ139151","02-03-2016 15:03","041XX W WEST END AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",TRUE,TRUE,1114,11,28,26,"08B",1148799,1900652,2016,"02-10-2016 15:53",41.88332252,-87.72906087,"(41.883322519, -87.72906087)"
"590",10403046,"HZ139436","02-03-2016 19:26","0000X E 103RD ST","860","THEFT","RETAIL THEFT","CONVENIENCE STORE",FALSE,FALSE,511,5,9,49,"6",1178792,1836701,2016,"02-10-2016 15:53",41.70720266,-87.62087156,"(41.707202662, -87.620871555)"
"591",10403047,"HZ139587","02-03-2016 21:37","001XX N KILBOURN AVE","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","STREET",TRUE,FALSE,1113,11,28,26,"16",1146373,1900236,2016,"02-10-2016 15:53",41.8822275,-87.73797999,"(41.882227496, -87.737979987)"
"592",10403048,"HZ139588","02-03-2016 21:55","001XX S KILBOURN AVE","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","STREET",TRUE,FALSE,1113,11,28,26,"16",1146410,1899103,2016,"02-10-2016 15:53",41.87911771,-87.73787299,"(41.879117707, -87.737872988)"
"593",10403050,"HZ139527","02-03-2016 19:15","051XX S PAULINA ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","RESIDENCE",TRUE,FALSE,932,9,16,61,"18",1165879,1870646,2016,"02-10-2016 15:53",41.80063596,-87.66719656,"(41.800635964, -87.667196557)"
"594",1925497,"G772360","12/27/2001 02:30:00 PM","014XX E 72 ST","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK",TRUE,FALSE,324,3,NA,NA,"15",1186900,1857500,2001,"08/17/2015 03:03:40 PM",41.76408937,-87.590523,"(41.764089367, -87.590523001)"
"595",1925498,"HH108144","12/13/2001 07:00:00 PM","064XX S PAULINA ST","460","BATTERY","SIMPLE","RESIDENCE",FALSE,TRUE,725,7,NA,NA,"08B",1166137,1862187,2001,"08/17/2015 03:03:40 PM",41.77741794,-87.666491,"(41.777417935, -87.666490998)"
"596",10403051,"HZ139553","02-03-2016 19:15","051XX S PAULINA ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","APARTMENT",TRUE,FALSE,932,9,16,61,"18",1165879,1870646,2016,"02-10-2016 15:53",41.80063596,-87.66719656,"(41.800635964, -87.667196557)"
"597",19255,"HN294177","04/20/2007 10:30:00 AM","037XX N AVONDALE AVE","110","HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,1732,17,30,16,"01A",1149800,1924707,2007,"08/17/2015 03:03:40 PM",41.94931229,-87.7247583,"(41.949312288, -87.724758297)"
"598",10403052,"HZ139597","02-03-2016 21:18","001XX S KENTON AVE","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","SIDEWALK",TRUE,FALSE,1113,11,28,25,"16",1145676,1899109,2016,"02-10-2016 15:53",41.87914812,-87.74056798,"(41.879148115, -87.740567984)"
"599",10403053,"HZ139555","02-03-2016 20:13","042XX W LAKE ST","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","STREET",TRUE,FALSE,1114,11,28,26,"18",1147974,1901556,2016,"02-10-2016 15:53",41.8858191,-87.73206709,"(41.885819097, -87.732067093)"
"600",10403054,"HZ139584","02-03-2016 21:53","047XX W GLADYS AVE","2026","NARCOTICS","POSS: PCP","RESIDENTIAL YARD (FRONT/BACK)",TRUE,FALSE,1131,11,24,25,"18",1144920,1897937,2016,"02-10-2016 15:53",41.8759463,-87.7433735,"(41.875946299, -87.743373497)"
"601",10403055,"HZ139613","02-03-2016 21:23","013XX N LOREL AVE","2027","NARCOTICS","POSS: CRACK","RESIDENCE",TRUE,FALSE,2532,25,37,25,"18",1140396,1908327,2016,"02-10-2016 15:53",41.90454187,-87.75972922,"(41.904541869, -87.759729217)"
"602",10403056,"HZ139516","02-03-2016 20:10","050XX S KEDZIE AVE","860","THEFT","RETAIL THEFT","DEPARTMENT STORE",TRUE,FALSE,821,8,14,63,"6",1155898,1870955,2016,"02-10-2016 15:53",41.80169033,-87.70379207,"(41.80169033, -87.703792065)"
"603",1925508,"HH108421","12/23/2001 08:01:00 PM","049XX N KIMBALL AV","460","BATTERY","SIMPLE","APARTMENT",FALSE,TRUE,1712,17,NA,NA,"08B",1152780,1932716,2001,"08/17/2015 03:03:40 PM",41.97123093,-87.71359127,"(41.971230931, -87.71359127)"
"604",10403057,"HZ139583","02-03-2016 17:52","078XX S KILBOURN AVE","2851","PUBLIC PEACE VIOLATION","ARSON THREAT","RESIDENCE",FALSE,FALSE,834,8,13,70,"26",1147753,1852257,2016,"02-10-2016 15:53",41.75053975,-87.73414108,"(41.750539747, -87.734141081)"
"605",10403058,"HZ139564","02-03-2016 21:55","068XX S TALMAN AVE","460","BATTERY","SIMPLE","APARTMENT",FALSE,FALSE,831,8,15,66,"08B",1159890,1859109,2016,"02-10-2016 15:53",41.76910211,-87.68947709,"(41.769102111, -87.689477091)"
"606",1925513,"HH104896","11/25/2001 07:30:00 PM","032XX S WOLCOTT AV","820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,922,9,NA,NA,"6",1164168,1883331,2001,"08/17/2015 03:03:40 PM",41.83548125,-87.67311393,"(41.835481254, -87.673113926)"
"607",1925514,"G777943","12/30/2001 06:30:00 PM","062XX S CALUMET AV","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CHA PARKING LOT/GROUNDS",TRUE,FALSE,311,3,NA,NA,"26",1179606,1863759,2001,"08/17/2015 03:03:40 PM",41.78143444,-87.61706593,"(41.781434441, -87.617065931)"
"608",1925515,"G764670","12/22/2001 06:56:48 PM","098XX S STATE ST","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER",FALSE,FALSE,511,5,NA,NA,"14",1178287,1840223,2001,"08/17/2015 03:03:40 PM",41.71687896,-87.6226144,"(41.716878955, -87.622614397)"
